"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"20.09.2019","16.899,69","16.896,76","16.947,23","16.864,17","501,13M","0,25%"
"19.09.2019","16.858,35","16.829,56","16.913,49","16.829,56","209,33M","0,35%"
"18.09.2019","16.800,29","16.824,48","16.851,45","16.731,12","232,12M","-0,20%"
"17.09.2019","16.834,75","16.738,30","16.855,45","16.727,15","247,10M","0,50%"
"16.09.2019","16.751,31","16.706,34","16.767,19","16.698,26","307,59M","0,41%"
"13.09.2019","16.682,42","16.679,81","16.756,11","16.679,81","221,92M","0,24%"
"12.09.2019","16.643,28","16.624,12","16.696,40","16.592,36","267,93M","0,19%"
"11.09.2019","16.611,14","16.565,24","16.622,99","16.548,94","218,71M","0,45%"
"10.09.2019","16.537,34","16.467,27","16.537,34","16.459,40","238,46M","0,26%"
"09.09.2019","16.495,09","16.565,17","16.566,74","16.463,28","216,89M","-0,24%"
"06.09.2019","16.535,33","16.546,17","16.577,72","16.519,85","185,44M","-0,24%"
"05.09.2019","16.574,81","16.498,47","16.604,40","16.492,18","236,41M","0,77%"
"04.09.2019","16.448,84","16.487,03","16.549,99","16.435,29","201,35M","0,30%"
"03.09.2019","16.399,23","16.382,53","16.434,20","16.328,43","223,32M","-0,26%"
"30.08.2019","16.442,07","16.431,84","16.456,47","16.377,71","178,99M","0,35%"
"29.08.2019","16.384,49","16.360,33","16.407,33","16.342,72","183,11M","0,69%"
"28.08.2019","16.271,65","16.178,67","16.294,10","16.166,28","182,42M","0,54%"
"27.08.2019","16.183,59","16.138,50","16.193,28","16.125,15","232,16M","0,53%"
"26.08.2019","16.098,79","16.133,61","16.167,48","16.069,91","167,94M","0,38%"
"23.08.2019","16.037,58","16.214,75","16.301,58","16.003,07","227,39M","-1,33%"
"22.08.2019","16.253,46","16.314,01","16.335,06","16.238,42","145,76M","-0,34%"
"21.08.2019","16.309,23","16.247,52","16.309,23","16.240,34","179,09M","0,59%"
